sentence;cleanliness;food/drinks;location;room amenities;staff;other
Nice place super friendly staff delicious breakfast;0;1;0;0;1;0
Positive experience;0;0;0;0;0;0
Great hotel very clean and nice.;1;0;0;0;0;0
will definitely be back if in that area;0;0;1;0;0;0
love it and breakfast great!;0;1;0;0;0;0
i will go there again;0;0;0;0;0;0
We didn't stay due to the address being misleading on hotels.com and the manager Kim wouldn't authorize hotels.com to give me a refund.;0;0;0;0;1;0
Nice clean and quiet hotel with generous breakfast menu and friendly staff.;1;1;0;0;1;0
Would stay again if I traveled trough the area.;0;0;1;0;0;0
This is an amazing hotel.;0;0;0;0;0;0
We will return!;0;0;0;0;0;0
It’s very clean!;1;0;0;0;0;0
Enjoyed the horse show nearby and hotel was very convenient to the horse park and to Starbucks.;0;0;1;0;0;0
Comfortable beds clean nice staff.;1;0;0;0;1;0
I will use this hotel again if I’m in Lindale again.;0;0;0;0;0;0
Easy on-easy off interstate.;0;0;0;0;0;0
Mexican restaurant walking distance.;0;0;1;0;0;0
Room was clean and spacious.;1;0;0;1;0;0
Bed comfortable.;0;0;0;0;0;0
Lots of electrical outlets.;0;0;0;0;0;0
Good Wi-Fi.;0;0;0;0;0;0
Good breakfast included.;0;1;0;0;0;0
Could hear traffic from interstate.;0;0;0;0;0;0
A/C loud when clicked on.;0;0;0;0;0;0
Could have used brighter lighting in bath and separate switch for fan from lights in bath.;0;0;1;1;1;0
This is a fairly new hotel and everything was good.;0;0;0;0;0;0
Beds and room comfort and would stay again.;0;0;0;1;0;0
Very clean and great in general.;1;0;0;0;0;0
Literally the only thing I would change is that I don't like where the closet is placed in the room :;0;0;0;1;0;0
Clean  nice hotel for decent price.;1;0;0;0;0;0
Right off the highway.;0;0;0;0;0;0
This is a regular stay when visiting Lindale.;0;0;0;0;0;0
Staff very friendly.;0;0;0;0;1;0
Great location with just a short hop to Tyler.;0;0;1;0;0;0
Room was very clean and comfortable.;1;0;0;1;0;0
Would definitely stay here again.;0;0;0;0;0;0
Just wished they had flavored creamer for coffee. : ;0;1;0;0;0;0
this is a family hotel close to Liftowski Mikolosh good location for trips around.;0;0;1;0;0;0
Hotel Facility is so so rooms are OKwhile service and cleaningness are so-so  food is not great as well... so value is less the average.;0;1;0;1;1;0
I might will look for alternatives next time I am around;0;0;0;0;0;0
This was the first trip to Lisbon for my wife and I and we had a fantastic stay at this super conveniently located hotel.;0;0;0;0;0;0
The staff were very kind and responsive to our needs.;0;0;0;0;1;0
the location is the best ever  everything are nearby  i like it  need little improvement ..;0;0;1;0;0;0
Floor was dirty and there was hair in the beds.;1;0;0;0;0;0
Ants crawling on the floor.;0;0;0;0;0;0
I saw one cockroach.;0;0;0;0;0;0
Couldn't sleep here!;0;0;0;1;0;0
Great location.;0;0;1;0;0;0
Very affordable.;0;0;0;0;0;0
Excellent choice to visit Lisbon.;0;0;0;0;0;0
Room is a bit too small.;0;0;0;1;0;0
The guys working there were very helpful.;0;0;0;0;0;0
30 second walk from a subway station ... 20 min subway to the airport.;0;0;1;0;0;0
Location cleanness and staff A!!!;0;0;1;0;1;0
Definitely recommend it.;0;0;0;0;0;0
Literally at the entrance way of Rossi metro subway station.;0;0;1;0;0;0
Amazing location central.;0;0;1;0;0;0
Basic rooms with towels and soap only but clean.;1;0;0;1;0;0
Perfect for what I needed it for.;0;0;0;0;0;0
Friendly staff.;0;0;0;0;1;0
Breakfast was coffee juice yogurt Apple and bread x 3 and a whole package of ham :;0;1;0;0;0;0
For the area it is a nice basic place to stay.;0;0;1;0;0;0
No amenities for kids.;0;0;0;0;0;0
Hotel staff is very very nice.;0;0;0;0;1;0
I liked the proximity to Main Street.;0;0;0;0;0;0
I did not like the cigarette butts on the ground at the two benches outside the main entrance.;0;1;1;1;1;0
2nd time staying thee staff were pleasant and accommodating!;0;0;0;0;1;0
Room was clean.;1;0;0;1;0;0
Did not take advantage of continental breakfast.;0;1;0;0;0;0
It was basic.;0;0;0;0;0;0
Great spot close to Litiz and other activities.;0;0;0;0;0;0
Great room for the price.;0;0;0;1;0;0
Staff was friendly and room was clean.;1;0;0;1;1;0
Not having an elevator to the second floor could be a problem for some guests.;0;0;0;0;0;1
The room was quite acceptable.;0;0;0;1;0;0
The bed was comfortable.;0;0;0;0;0;0
The bathroom was clean.;1;0;0;1;0;0
The breakfast isn't bad if you just want something quick.;0;1;0;0;0;0
The rate was affordable.;0;0;0;0;0;0
We would stay here again when in the area.;0;0;1;0;0;0
Danish and bagels were frozen not fresh.;0;1;1;1;1;0
Caoffe and milk no juice.;0;1;1;1;1;0
Had to shower for a funeral in a tub that was filling with water because it too them over an hour to come after I callers as only one person was on staff.;0;0;0;1;1;0
Never again will I stay or recommend.;0;0;0;0;0;0
Breakfast is a little lacking;0;1;0;0;0;0
Quite;0;0;0;0;0;0
Nice staff comfy room easy check in/out.;0;0;0;1;1;0
Complimentary breakfast was very good.;0;1;0;0;0;0
The bed had the most uncomfortable mattress.;0;0;0;0;0;1
I woke up with back aching.;0;0;0;0;0;0
I’m glad I only stayed for two nights.;0;0;0;0;0;0
We only required a room to sleep in.;0;0;0;1;0;0
This is a cheap basic hotel with little to no amenities.;0;0;0;0;0;1
Close to downtown Lititz and not far from Lancaster.;0;0;0;0;0;0
The owner checked us in and also cleaned the rooms.;1;0;0;1;0;0
Breakfast was cereal juice coffee cinnamon buns and a small assortment of muffins and bagels.;0;1;0;0;0;0
It's OK.;0;0;0;0;0;0
This hotel is small and older but a diamond in my book.;0;0;0;0;0;0
The folks who run the hotel are friendly and easy to work with.;0;0;0;0;1;0
It's located close to restaurants the downtown shops and easy access to the main highways.;0;1;1;1;1;0
It was clean spacious contained a small refrigerator desk easy parking and access from front or back of hotel.;1;0;0;0;0;0
I'd stay here again.;0;0;0;0;0;0
Clean   Friendly.;1;0;0;0;1;0
Convenient location.;0;0;1;0;0;0
Economical Would use it again.;0;0;0;0;0;0
A dump.;0;0;0;0;0;0
Dirty walls need paint doors scratched etc etc.;1;0;0;0;0;0
The entire hotel looks like it needs to be updated and cleaned from top to bottom.;1;0;0;0;0;0
under the ice machine in the common area was moldy and dirty In the room all needed to be wiped down from the ceiling dents to the carpet.;1;0;1;1;0;0
We didn’t see any bugs but slept in fear they were there with the look of the entire property.;0;0;0;1;0;0
Never are we booking here again unless new owners come in..It smelled Horrible the shower was dirty we found hair in there..And the room smelled..The breakfast was a joke a couple of cereal s and bagels with coffee or milk to drink.. Don't stay there unless you like it that way..You get what you pay for in this case.;1;1;0;1;0;0
Not a bad place.;0;0;0;0;0;0
Needs to be updated.;0;0;0;0;0;0
Staff was friendly.;0;0;0;0;1;0
Coffee was great.;0;1;0;0;0;0
Breakfast meh.;0;1;0;0;0;0
quiet setting.;0;0;0;0;0;1
comfortable matress.;0;0;0;0;0;1
Great location for the events we came to the area for in lititz PA;0;0;1;0;0;0
Becoming our favorite place for visits to the area;0;0;1;0;0;0
Fantastic Experience Warm and embracing Owner and Hotel Staff They make you feel like you're family Lovely accomoadtions room designs are in good taste great wellness spa  Great breakfasts  Steps from the slopes  shoph rstaurants markets  On the Bus lines too Would highly recommend the hotel;0;1;0;1;1;0
Incredible staff.;0;0;0;0;1;0
Plenty of activities available day and night.;0;0;0;0;0;0
Rooms are very unique.;0;0;0;1;0;0
Highly recommended.;0;0;0;0;0;0
Couldn't be better!;0;0;0;0;0;0
Lovely rooms in great position on the river.;0;0;0;1;0;0
Splendid food and charming and helpful staff.;0;1;0;0;1;0
Partic thanks to manager Mark and guide Fabius.;0;0;0;0;1;0
Would love to stay again;0;0;0;0;0;0
Excellent staff and nice hotel but there were two let downs: the quality of the dinner we had at the hotel and the fact that the room does not come with a mosquito net when there are warnings about malaria everywhere.;0;1;0;1;1;0
Even when we asked for a mosquito net one was brought for us but it did not properly cover the bed.;0;0;0;0;0;0
This should be standard and done properly.;0;0;0;0;0;0
Hotel used by our bird tour.;0;0;0;0;0;0
Stayed there as part of the tour and did not use any of the facilities near by.;0;0;1;0;0;0
Excellent hotel and service!;0;0;0;0;1;0
Excellent hotel and service!;0;0;0;0;1;0
The staff is amazing.;0;0;0;0;1;0
They went out of their way many times to be helpful.;0;0;0;0;0;0
Really enjoyed our stay at Protea Hotel.;0;0;0;0;0;0
Food was excellent.;0;1;0;0;0;0
We would rate the staff friendly and attentative amongst the best during our three week tour through Africa.;0;0;0;0;1;0
We initially booked in for one night but were so impressed we extended our stay.;0;0;0;0;0;0
Comming from Sydney Australia I would suggest this hotel would rate highly amongst guests back home.;0;0;0;0;0;0
We have no hesitation in recommending travellers to stay at Protea Livingstone.;0;0;0;0;0;0
It’s a very nice and clean hotel with cheerful staff.;1;0;0;0;1;0
It’s even closer to the Victoria falls and other places for activities.;0;0;0;0;0;0
All in all a very good experience.;0;0;0;0;0;0
Very friendly courteous and helpful staff.;0;0;0;0;1;0
Very nice room.;0;0;0;1;0;0
Minor drawbacks - WiFi was out in my section for more than ½ a day and the front desk was unmanned in the very early morning.;0;0;0;0;0;0
There are a lot of mosquitoes in the area Protea hotel had numerous measures in place to make sure that there were as few as possible in our room.;0;0;1;1;0;0
What a wonderful oasis of comfort and peace.;0;0;0;0;0;0
The staff was professional and pleasant.;0;0;0;0;1;0
Always a smile and a greeting.;0;0;0;0;0;0
Always ready to take care of any wish or need.;0;0;0;0;0;0
The room was spacious and comfortable.;0;0;0;1;0;0
The WiFi worked everywhere and was reliable and fast.;0;0;0;0;0;0
The hotel is good.;0;0;0;0;0;0
Room was clean bed is comfortable.;1;0;0;1;0;0
The breakfast was average.;0;1;0;0;0;0
The area around is nothing to do if you have no car.;0;0;1;0;0;0
Tourist service is fine.;0;0;0;0;1;0
Wi-Fi is unreliable and slow.;0;0;0;0;0;0
The therritory of the hotel is nice and safe.;0;0;0;0;0;0
Pool is good enough.;0;0;0;0;0;0
Great service and excellent food_I enjoyed my stay at this hotel and especially liked the landscaping.;0;1;0;0;1;0
Very nice traditional Tuscan house on the edge of Castagneta Carducci overlooking the coastal plain and the Mediterranean sea.;0;0;0;0;0;0
We received a friendly welcome from the hosts and the breakfast they provided was basic but very adequate.;0;1;0;0;1;0
On a fine day breakfast in the  garden is very enjoyable.;0;1;0;0;0;0
Our room was spacious and comfortable with a big ensuite bathroom.;0;0;0;1;0;0
The only negative was a bit of road noise from the traffic entering the village.;0;0;0;0;0;0
Villa Le Luci is a beautiful villa on the edge of the town of Castagneto Carducci in Tuscany not far from the coast.;0;0;1;1;0;0
The building and views are incredible the breakfast was our best so far of the trip.;0;1;0;0;0;0
Host was very accommodating.;0;0;0;0;0;0
Wifi was a little weak up on the top floor but that was a small price to pay for the incredible views to the coast from the windows!;0;0;0;1;0;0
Our most impressive lodging to date on this holiday.;0;0;0;0;0;0
We stayed for 5 nights and it was perfect.;0;0;0;0;0;0
The staff were great and it is an ideal location the breakfast was superb.;0;1;1;0;1;0
Beautiful large country house not a hotel a Perfect base to get around Tuscany and have a wonderful break.;0;0;0;0;0;0
Bedrooms cleaned daily with clean bedding and towels changed daily too.;1;0;0;0;0;0
Lovely breakfast.;0;1;0;0;0;0
The staff can't do enough to make sure your stay is wonderful.;0;0;0;0;1;0
We found it relaxing and most enjoyable.;0;0;0;0;0;0
Villa di Luci is an amazing find.;0;0;0;0;0;0
Super helpful host.;0;0;0;0;0;0
Great location.;0;0;1;0;0;0
Be careful as you come around the corner as it is right there and easy to go past.;0;0;0;0;0;0
Had the top floor room with an amazing view.;0;0;0;1;0;0
Large room and large bathroom too.;0;0;0;1;0;0
Good place to stay for one night.;0;0;0;0;0;0
Short car ride to Ljubliana.;0;0;0;0;0;0
The staff were super helpful.;0;0;0;0;1;0
No complaints!;0;0;0;0;0;0
It was ok  but there was a bad smell when we arrived.;1;0;0;0;0;0
The staff very helpful and friendly;0;0;0;0;1;0
No AC and it was hot.;0;0;0;0;0;0
Desk clerk was helpful and kind.;0;0;0;0;0;0
We had a room on the driveway side and it was noisy.;0;0;0;1;0;0
Fine for the price for a one night stay and convenient to airport..;0;0;0;0;0;0
This was our second time here and we had an amazing time!;0;0;0;0;0;0
The hotel is a great vaule for the money great service beautiful pools clean roms and the scenery is beautiful.;1;0;0;0;1;0
they are not nice at all clean room only every 3d day and charge u extra on anything even on a towel u want to change.;1;0;0;1;0;0
horrible experience;0;0;0;0;0;0
Quiet comfortable and green with wonderful swimming pools.;0;0;0;0;0;1
This was a really great hotels to stay in.;0;0;0;0;0;0
The room was cozy bed was comfy warm.;0;0;0;1;0;0
People were so nice and helpful.;0;0;0;0;0;0
They serve breakfast and dinner which was helpful.;0;1;0;0;0;0
They have an amazing spa and pool.;0;0;0;0;0;0
Great pools large indoor heated pool with hot tub and a large outdoor pool that is great for the kids.;0;0;0;0;0;1
Hotel restaurant is good limited local restaurants due to remote location.;0;0;1;0;0;0
English speaking staff everyone very nice.;0;0;0;0;1;0
Location is amazing mountain setting surrounded by tall trees.;0;0;1;0;0;0
The drive is worth it.;0;0;0;0;0;0
Enjoy the hotel pool and the bushwalking along the Snovic region.;0;0;0;0;0;1
You can even borrow walking poles from the reception.;0;0;1;0;1;0
Location is just right for a thermal hotel.;0;0;1;0;0;0
Although it is definitely not a 4 star.;0;0;0;0;0;0
Staff is nice and they all mean well but one person was helping people check in and out while supporting other guests in robes coming out of the pool.;0;0;0;0;1;0
Room was freezing cold and we could not get timely support.;0;0;0;1;0;0
Also they charge for using the sauna which is wierd.;0;0;0;0;0;0
Very nice comfortable and clean room.;1;0;0;1;0;0
Wifi fridge coffee maker.;0;1;0;1;0;0
Lots of fluffy towels.;0;0;0;0;0;0
Glasses and wine glasses no plastic cups here!;0;1;0;0;0;0
