sentence;cleanliness;food/drinks;location;room amenities;staff;other
Hotel Facility is so so rooms are OKwhile service and cleaningness are so-so  food is not great as well... so value is less the average.;-;positive;-;positive;positive;-
I might will look for alternatives next time I am around;-;-;-;-;-;-
This was the first trip to Lisbon for my wife and I and we had a fantastic stay at this super conveniently located hotel.;-;-;-;-;-;-
The staff were very kind and responsive to our needs.;-;-;-;-;positive;-
the location is the best ever  everything are nearby  i like it  need little improvement ..;-;-;positive;-;-;-
Floor was dirty and there was hair in the beds.;negative;-;-;-;-;-
Ants crawling on the floor.;-;-;-;-;-;-
I saw one cockroach.;-;-;-;-;-;-
Couldn't sleep here!;-;-;-;negative;-;-
Great location.;-;-;positive;-;-;-
Very affordable.;-;-;-;-;-;-
Excellent choice to visit Lisbon.;-;-;-;-;-;-
Room is a bit too small.;-;-;-;positive;-;-
The guys working there were very helpful.;-;-;-;-;-;-
30 second walk from a subway station ... 20 min subway to the airport.;-;-;positive;-;-;-
Location cleanness and staff A!!!;-;-;positive;-;positive;-
Definitely recommend it.;-;-;-;-;-;-
Literally at the entrance way of Rossi metro subway station.;-;-;positive;-;-;-
Amazing location central.;-;-;positive;-;-;-
Basic rooms with towels and soap only but clean.;negative;-;-;negative;-;-
Perfect for what I needed it for.;-;-;-;-;-;-
Friendly staff.;-;-;-;-;positive;-
Breakfast was coffee juice yogurt Apple and bread x 3 and a whole package of ham :;-;positive;-;-;-;-
For the area it is a nice basic place to stay.;-;-;-;-;-;-
No amenities for kids.;-;-;-;-;-;-
Hotel staff is very very nice.;-;-;-;-;positive;-
I liked the proximity to Main Street.;-;-;-;-;-;-
I did not like the cigarette butts on the ground at the two benches outside the main entrance.;-;negative;negative;negative;negative;-
2nd time staying thee staff were pleasant and accommodating!;-;-;-;-;positive;-
Room was clean.;positive;-;-;positive;-;-
Did not take advantage of continental breakfast.;-;-;-;-;-;-
It was basic.;-;-;-;-;-;-
Great spot close to Litiz and other activities.;-;-;-;-;-;-
Great room for the price.;-;-;-;positive;-;-
Staff was friendly and room was clean.;positive;-;-;positive;positive;-
Not having an elevator to the second floor could be a problem for some guests.;-;-;-;-;-;-
The room was quite acceptable.;-;-;-;negative;-;-
The bed was comfortable.;-;-;-;-;-;-
The bathroom was clean.;positive;-;-;positive;-;-
The breakfast isn't bad if you just want something quick.;-;positive;-;-;-;-
The rate was affordable.;-;-;-;-;-;-
We would stay here again when in the area.;-;-;positive;-;-;-
Danish and bagels were frozen not fresh.;-;negative;negative;negative;negative;-
Caoffe and milk no juice.;-;negative;negative;negative;negative;-
Had to shower for a funeral in a tub that was filling with water because it too them over an hour to come after I callers as only one person was on staff.;-;-;-;negative;negative;-
Never again will I stay or recommend.;-;-;-;-;-;-
Breakfast is a little lacking;-;-;-;-;-;-
Quite;-;-;-;-;-;-
Nice staff comfy room easy check in/out.;-;-;-;positive;positive;-
Complimentary breakfast was very good.;-;positive;-;-;-;-
The bed had the most uncomfortable mattress.;-;-;-;-;-;-
I woke up with back aching.;-;-;-;-;-;-
I’m glad I only stayed for two nights.;-;-;-;-;-;-
We only required a room to sleep in.;-;-;-;negative;-;-
This is a cheap basic hotel with little to no amenities.;-;-;-;-;-;-
Close to downtown Lititz and not far from Lancaster.;-;-;-;-;-;-
The owner checked us in and also cleaned the rooms.;negative;-;-;negative;-;-
Breakfast was cereal juice coffee cinnamon buns and a small assortment of muffins and bagels.;-;positive;-;-;-;-
It's OK.;-;-;-;-;-;-
This hotel is small and older but a diamond in my book.;-;-;-;-;-;-
The folks who run the hotel are friendly and easy to work with.;-;-;-;-;positive;-
It's located close to restaurants the downtown shops and easy access to the main highways.;-;positive;positive;positive;positive;-
It was clean spacious contained a small refrigerator desk easy parking and access from front or back of hotel.;positive;-;-;-;-;-
I'd stay here again.;-;-;-;-;-;-
Clean   Friendly.;positive;-;-;-;positive;-
Convenient location.;-;-;positive;-;-;-
Economical Would use it again.;-;-;-;-;-;-
A dump.;-;-;-;-;-;-
Dirty walls need paint doors scratched etc etc.;negative;-;-;-;-;-
The entire hotel looks like it needs to be updated and cleaned from top to bottom.;negative;-;-;-;-;-
under the ice machine in the common area was moldy and dirty In the room all needed to be wiped down from the ceiling dents to the carpet.;negative;-;negative;negative;-;-
We didn’t see any bugs but slept in fear they were there with the look of the entire property.;-;-;-;negative;-;-
Never are we booking here again unless new owners come in..It smelled Horrible the shower was dirty we found hair in there..And the room smelled..The breakfast was a joke a couple of cereal s and bagels with coffee or milk to drink.. Don't stay there unless you like it that way..You get what you pay for in this case.;negative;negative;-;negative;-;-
Not a bad place.;-;-;-;-;-;-
Needs to be updated.;-;-;-;-;-;-
Staff was friendly.;-;-;-;-;positive;-
Coffee was great.;-;positive;-;-;-;-
Breakfast meh.;-;-;-;-;-;-
quiet setting.;-;-;-;-;-;-
comfortable matress.;-;-;-;-;-;-
Great location for the events we came to the area for in lititz PA;-;-;positive;-;-;-
Becoming our favorite place for visits to the area;-;-;positive;-;-;-
Fantastic Experience Warm and embracing Owner and Hotel Staff They make you feel like you're family Lovely accomoadtions room designs are in good taste great wellness spa  Great breakfasts  Steps from the slopes  shoph rstaurants markets  On the Bus lines too Would highly recommend the hotel;-;positive;-;positive;positive;-
Incredible staff.;-;-;-;-;positive;-
Plenty of activities available day and night.;-;-;-;-;-;-
Rooms are very unique.;-;-;-;positive;-;-
Highly recommended.;-;-;-;-;-;-
Couldn't be better!;-;-;-;-;-;-
Lovely rooms in great position on the river.;-;-;-;positive;-;-
Splendid food and charming and helpful staff.;-;positive;-;-;positive;-
Partic thanks to manager Mark and guide Fabius.;-;-;-;-;positive;-
Would love to stay again;-;-;-;-;-;-
Excellent staff and nice hotel but there were two let downs: the quality of the dinner we had at the hotel and the fact that the room does not come with a mosquito net when there are warnings about malaria everywhere.;-;negative;-;negative;negative;-
Even when we asked for a mosquito net one was brought for us but it did not properly cover the bed.;-;-;-;-;-;-
This should be standard and done properly.;-;-;-;-;-;-
Hotel used by our bird tour.;-;-;-;-;-;-
Stayed there as part of the tour and did not use any of the facilities near by.;-;-;negative;-;-;-
Excellent hotel and service!;-;-;-;-;positive;-
Excellent hotel and service!;-;-;-;-;positive;-
The staff is amazing.;-;-;-;-;positive;-
They went out of their way many times to be helpful.;-;-;-;-;-;-
Really enjoyed our stay at Protea Hotel.;-;-;-;-;-;-
Food was excellent.;-;positive;-;-;-;-
We would rate the staff friendly and attentative amongst the best during our three week tour through Africa.;-;-;-;-;positive;-
We initially booked in for one night but were so impressed we extended our stay.;-;-;-;-;-;-
Comming from Sydney Australia I would suggest this hotel would rate highly amongst guests back home.;-;-;-;-;-;-
We have no hesitation in recommending travellers to stay at Protea Livingstone.;-;-;-;-;-;-
It’s a very nice and clean hotel with cheerful staff.;positive;-;-;-;positive;-
It’s even closer to the Victoria falls and other places for activities.;-;-;-;-;-;-
All in all a very good experience.;-;-;-;-;-;-
Very friendly courteous and helpful staff.;-;-;-;-;positive;-
Very nice room.;-;-;-;positive;-;-
Minor drawbacks - WiFi was out in my section for more than ½ a day and the front desk was unmanned in the very early morning.;-;-;-;-;-;-
There are a lot of mosquitoes in the area Protea hotel had numerous measures in place to make sure that there were as few as possible in our room.;-;-;negative;negative;-;-
What a wonderful oasis of comfort and peace.;-;-;-;-;-;-
The staff was professional and pleasant.;-;-;-;-;positive;-
Always a smile and a greeting.;-;-;-;-;-;-
Always ready to take care of any wish or need.;-;-;-;-;-;-
The room was spacious and comfortable.;-;-;-;positive;-;-
The WiFi worked everywhere and was reliable and fast.;-;-;-;-;-;-
The hotel is good.;-;-;-;-;-;-
Room was clean bed is comfortable.;positive;-;-;positive;-;-
The breakfast was average.;-;negative;-;-;-;-
The area around is nothing to do if you have no car.;-;-;negative;-;-;-
Tourist service is fine.;-;-;-;-;-;-
Wi-Fi is unreliable and slow.;-;-;-;-;-;-
The therritory of the hotel is nice and safe.;-;-;-;-;-;-
Pool is good enough.;-;-;-;-;-;-
Great service and excellent food_I enjoyed my stay at this hotel and especially liked the landscaping.;-;positive;-;-;positive;-
Very nice traditional Tuscan house on the edge of Castagneta Carducci overlooking the coastal plain and the Mediterranean sea.;-;-;-;-;-;-
We received a friendly welcome from the hosts and the breakfast they provided was basic but very adequate.;-;positive;-;-;positive;-
On a fine day breakfast in the  garden is very enjoyable.;-;positive;-;-;-;-
Our room was spacious and comfortable with a big ensuite bathroom.;-;-;-;positive;-;-
The only negative was a bit of road noise from the traffic entering the village.;-;-;-;-;-;-
Villa Le Luci is a beautiful villa on the edge of the town of Castagneto Carducci in Tuscany not far from the coast.;-;-;positive;positive;-;-
The building and views are incredible the breakfast was our best so far of the trip.;-;positive;-;-;-;-
Host was very accommodating.;-;-;-;-;-;-
Wifi was a little weak up on the top floor but that was a small price to pay for the incredible views to the coast from the windows!;-;-;-;positive;-;-
Our most impressive lodging to date on this holiday.;-;-;-;-;-;-
We stayed for 5 nights and it was perfect.;-;-;-;-;-;-
The staff were great and it is an ideal location the breakfast was superb.;-;positive;positive;-;positive;-
Beautiful large country house not a hotel a Perfect base to get around Tuscany and have a wonderful break.;-;-;-;-;-;-
Bedrooms cleaned daily with clean bedding and towels changed daily too.;positive;-;-;-;-;-
Lovely breakfast.;-;positive;-;-;-;-
The staff can't do enough to make sure your stay is wonderful.;-;-;-;-;positive;-
We found it relaxing and most enjoyable.;-;-;-;-;-;-
Villa di Luci is an amazing find.;-;-;-;-;-;-
Super helpful host.;-;-;-;-;-;-
Great location.;-;-;positive;-;-;-
Be careful as you come around the corner as it is right there and easy to go past.;-;-;-;-;-;-
Had the top floor room with an amazing view.;-;-;-;positive;-;-
Large room and large bathroom too.;-;-;-;positive;-;-
Good place to stay for one night.;-;-;-;-;-;-
Short car ride to Ljubliana.;-;-;-;-;-;-
The staff were super helpful.;-;-;-;-;positive;-
No complaints!;-;-;-;-;-;-
It was ok  but there was a bad smell when we arrived.;negative;-;-;-;-;-
The staff very helpful and friendly;-;-;-;-;positive;-
No AC and it was hot.;-;-;-;-;-;-
Desk clerk was helpful and kind.;-;-;-;-;-;-
We had a room on the driveway side and it was noisy.;-;-;-;negative;-;-
Fine for the price for a one night stay and convenient to airport..;-;-;-;-;-;-
This was our second time here and we had an amazing time!;-;-;-;-;-;-
The hotel is a great vaule for the money great service beautiful pools clean roms and the scenery is beautiful.;-;-;-;-;-;-
they are not nice at all clean room only every 3d day and charge u extra on anything even on a towel u want to change.;negative;-;-;negative;-;-
horrible experience;-;-;-;-;-;-
Quiet comfortable and green with wonderful swimming pools.;-;-;-;-;-;-
This was a really great hotels to stay in.;-;-;-;-;-;-
The room was cozy bed was comfy warm.;-;-;-;positive;-;-
People were so nice and helpful.;-;-;-;-;-;-
They serve breakfast and dinner which was helpful.;-;positive;-;-;-;-
They have an amazing spa and pool.;-;-;-;-;-;-
Great pools large indoor heated pool with hot tub and a large outdoor pool that is great for the kids.;-;-;-;-;-;-
Hotel restaurant is good limited local restaurants due to remote location.;-;-;-;-;-;-
English speaking staff everyone very nice.;-;-;-;-;positive;-
Location is amazing mountain setting surrounded by tall trees.;-;-;negative;-;-;-
The drive is worth it.;-;-;-;-;-;-
Enjoy the hotel pool and the bushwalking along the Snovic region.;-;-;-;-;-;-
You can even borrow walking poles from the reception.;-;-;positive;-;positive;-
Location is just right for a thermal hotel.;-;-;positive;-;-;-
Although it is definitely not a 4 star.;-;-;-;-;-;-
Staff is nice and they all mean well but one person was helping people check in and out while supporting other guests in robes coming out of the pool.;-;-;-;-;negative;-
Room was freezing cold and we could not get timely support.;-;-;-;negative;-;-
Also they charge for using the sauna which is wierd.;-;-;-;-;-;-
Very nice comfortable and clean room.;positive;-;-;positive;-;-
Wifi fridge coffee maker.;-;positive;-;positive;-;-
Lots of fluffy towels.;-;-;-;-;-;-
Glasses and wine glasses no plastic cups here!;-;negative;-;-;-;-
Will stay here again.;-;-;-;-;-;-
